"","Ajellomyces_dermatitidis","Paracoccidioides_lutzii","Talaromyces_stipitatus","Aspergillus_terreus","Aspergillus_oryzae","Aspergillus_niger","Penicillium_digitatum","Fonsecaea_erecta","Endocarpon_pusillum","Marssonina_brunnea","Diplodia_corticola","Leptosphaeria_maculans","Setosphaeria_turcica","Selaginella_moellendorffii","Zymoseptoria_tritici","Pseudocercospora_fijiensis","Grosmannia_clavigera","Eutypa_lata","Colletotrichum_graminicola","Verticillium_alfalfae","Fusarium_oxysporum","Atta_colombica","Pochonia_chlamydosporia","Chaetomium_thermophilum","Thielavia_terrestris","Aphanomyces_astaci","Neurospora_crassa","Sugiyamaella_lignohabitans","Metschnikowia_bicuspidata","Lodderomyces_elongisporus","Candida_tropicalis","Candida_albicans","Spathaspora_passalidarum","Kuraishia_capsulata","Pichia_kudriavzevii","Ogataea_parapolymorpha","Tetrapisispora_blattae","Tetrapisispora_phaffii","Kazachstania_africana","Lachancea_thermotolerans","Lachancea_lanzarotensis","Kluyveromyces_marxianus","Kluyveromyces_lactis","Eremothecium_cymbalariae","Kazachstania_naganishii","Candida_glabrata","Vanderwaltozyma_polyspora","Zygosaccharomyces_rouxii","Torulaspora_delbrueckii","Naumovozyma_dairenensis","Drosophila_ficusphila","Saccharomyces_cerevisiae","Saccharomyces_paradoxus","Saccharomyces_bayanus","Saccharomyces_mikatae","Naumovozyma_castellii","Pneumocystis_murina","Pneumocystis_jirovecii","Lobosporangium_transversale","Emiliania_huxleyi","Capsaspora_owczarzaki","Salpingoeca_rosetta","Cryptosporidium_muris","Eimeria_tenella","Trypanosoma_brucei","Babesia_microti","Babesia_bovis","Babesia_bigemina","Babesia_equi","Theileria_orientalis","Theileria_parva","Theileria_annulata","Plasmodium_yoelii","Plasmodium_berghei","Amphimedon_queenslandica","Malassezia_pachydermatis","Malassezia_globosa","Kalmanozyma_brasiliensis","Ustilago_maydis","Mixia_osmundae","Cryptococcus_neoformans","Cryptococcus_gattii","Trichosporon_asahii","Heterobasidion_irregulare","Gloeophyllum_trabeum","Dichomitus_squalens","Coniophora_puteana","Serpula_lacrymans","Helobdella_robusta","Phycomyces_blakesleeanus","Dictyostelium_discoideum","Phytophthora_sojae","Phaeodactylum_tricornutum","Strongylocentrotus_purpuratus","Crassostrea_gigas","Caenorhabditis_elegans","Loa_loa","Tinamus_guttatus","Camponotus_floridanus","Trachymyrmex_zeteki","Trachymyrmex_cornetzi","Papilio_machaon","Dufourea_novaeangliae","Drosophila_mojavensis","Drosophila_melanogaster","Anopheles_gambiae","Oryza_brachyantha","Branchiostoma_floridae","Taeniopygia_guttata","Nothobranchius_furzeri","Xiphophorus_maculatus","Oreochromis_niloticus","Gallus_gallus","Anas_platyrhynchos","Alligator_sinensis","Monodelphis_domestica","Macaca_mulatta","Ailuropoda_melanoleuca","Gorilla_gorilla","Equus_caballus","Cavia_porcellus","Canis_lupus","Erinaceus_europaeus","Heterocephalus_glaber","Tupaia_chinensis","Pan_troglodytes","Oryctolagus_cuniculus","Nomascus_leucogenys","Myotis_lucifugus","Mus_musculus","Coccomyxa_subellipsoidea","Chlorella_variabilis","Micromonas_pusilla","Micromonas_commoda","Ostreococcus_tauri","Ostreococcus_lucimarinus","Glycine_max","Cajanus_cajan","Phaseolus_vulgaris","Habropoda_laboriosa","Eutrema_salsugineum","Brassica_rapa","Brassica_napus","Arabidopsis_thaliana","Arabidopsis_lyrata","Daucus_carota","Agrilus_planipennis","Spinacia_oleracea","Larimichthys_crocea","Capsicum_annuum","Solanum_tuberosum","Solanum_lycopersicum","Prunus_persica","Zea_mays","Musa_acuminata","Gossypium_raimondii","Gossypium_arboreum","Cucumis_sativus","Populus_trichocarpa","Citrus_sinensis","Citrus_clementina","Morus_notabilis"
"Micromonas_commoda",0.156594,0.157645,0.168319,0.176417,0.176018,0.176607,0.176889,0.162806,0.159776,0.136183,0.149761,0.317317,0.178576,0.135754,0.141847,0.154053,0.180789,0.188174,0.191971,0.210533,0.187405,0.205371,0.187159,0.184101,0.179314,0.249079,0.186667,0.129748,0.19165,0.153265,0.151152,0.150225,0.155194,0.174214,0.201144,0.163001,0.165032,0.162148,0.157417,0.163394,0.163571,0.16739,0.168179,0.164985,0.159547,0.162839,0.160077,0.162767,0.159047,0.157473,0.16055,0.161941,0.161969,0.161959,0.161965,0.159012,0.126279,0.130523,0.111112,0.181295,0.163082,0.283571,0.18302,0.247659,0.943744,0.208259,0.316885,0.257374,0.227697,0.227285,0.226977,0.22852,0.384888,0.382117,0.209554,0.169257,0.179182,0.209606,0.208135,0.23364,0.163075,0.163858,0.152451,0.130085,0.133965,0.137402,0.144068,0.147715,0.267628,0.267622,0.518696,0.208766,0.181251,0.279661,0.341639,0.705503,0.45474,0.455905,0.320943,0.320769,0.342251,0.377517,0.483179,0.516279,0.48321,0.6457,0.456482,0.348395,0.347991,0.355519,0.358701,0.352872,0.362455,0.370011,0.368236,0.360548,0.369948,0.369945,0.438759,0.373072,0.372203,0.369942,0.460016,0.63566,0.456332,0.370753,0.369951,0.369945,0.371154,0.375083,0.118869,0.143278,0.00871,0,0.033756,0.032911,0.119736,0.130973,0.125658,0.119618,0.132021,0.150762,0.174947,0.132153,0.132084,0.131047,0.136467,0.137473,0.135745,0.135751,0.213134,0.21916,0.128988,0.145896,0.147435,0.13072,0.137835,0.134037,0.145018,0.135379,0.13111,0.128994
"Ostreococcus_tauri",0.149764,0.150815,0.161489,0.169587,0.169188,0.169777,0.170059,0.155976,0.152946,0.129353,0.142931,0.310487,0.171746,0.128924,0.135017,0.147223,0.173959,0.181344,0.185141,0.203703,0.180575,0.198541,0.180329,0.177271,0.172484,0.242249,0.179837,0.122918,0.18482,0.146435,0.144322,0.143395,0.148364,0.167384,0.194314,0.156171,0.158202,0.155318,0.150587,0.156564,0.156741,0.16056,0.161349,0.158155,0.152717,0.156009,0.153247,0.155937,0.152217,0.150643,0.15372,0.155111,0.155139,0.155129,0.155135,0.152182,0.119449,0.123693,0.104282,0.174465,0.156252,0.276741,0.17619,0.240829,0.936914,0.201429,0.310055,0.250544,0.220867,0.220455,0.220147,0.22169,0.378058,0.375287,0.202724,0.162427,0.172352,0.202776,0.201305,0.22681,0.156245,0.157028,0.145621,0.123255,0.127135,0.130572,0.137238,0.140885,0.260798,0.260792,0.511866,0.201936,0.174421,0.272831,0.334809,0.698673,0.44791,0.449075,0.314113,0.313939,0.335421,0.370687,0.476349,0.509449,0.47638,0.63887,0.449652,0.341565,0.341161,0.348689,0.351871,0.346042,0.355625,0.363181,0.361406,0.353718,0.363118,0.363115,0.431929,0.366242,0.365373,0.363112,0.453186,0.62883,0.449502,0.363923,0.363121,0.363115,0.364324,0.368253,0.112039,0.136448,0.033388,0.033756,0,0.002529,0.112906,0.124143,0.118828,0.112788,0.125191,0.143932,0.168117,0.125323,0.125254,0.124217,0.129637,0.130643,0.128915,0.128921,0.206304,0.21233,0.122158,0.139066,0.140605,0.12389,0.131005,0.127207,0.138188,0.128549,0.12428,0.122164
"Ostreococcus_lucimarinus",0.148919,0.14997,0.160644,0.168742,0.168343,0.168932,0.169214,0.155131,0.152101,0.128508,0.142086,0.309642,0.170901,0.128079,0.134172,0.146378,0.173114,0.180499,0.184296,0.202858,0.17973,0.197696,0.179484,0.176426,0.171639,0.241404,0.178992,0.122073,0.183975,0.14559,0.143477,0.14255,0.147519,0.166539,0.193469,0.155326,0.157357,0.154473,0.149742,0.155719,0.155896,0.159715,0.160504,0.15731,0.151872,0.155164,0.152402,0.155092,0.151372,0.149798,0.152875,0.154266,0.154294,0.154284,0.15429,0.151337,0.118604,0.122848,0.103437,0.17362,0.155407,0.275896,0.175345,0.239984,0.936069,0.200584,0.30921,0.249699,0.220022,0.21961,0.219302,0.220845,0.377213,0.374442,0.201879,0.161582,0.171507,0.201931,0.20046,0.225965,0.1554,0.156183,0.144776,0.12241,0.12629,0.129727,0.136393,0.14004,0.259953,0.259947,0.511021,0.201091,0.173576,0.271986,0.333964,0.697828,0.447065,0.44823,0.313268,0.313094,0.334576,0.369842,0.475504,0.508604,0.475535,0.638025,0.448807,0.34072,0.340316,0.347844,0.351026,0.345197,0.35478,0.362336,0.360561,0.352873,0.362273,0.36227,0.431084,0.365397,0.364528,0.362267,0.452341,0.627985,0.448657,0.363078,0.362276,0.36227,0.363479,0.367408,0.111194,0.135603,0.032543,0.032911,0.002529,0,0.112061,0.123298,0.117983,0.111943,0.124346,0.143087,0.167272,0.124478,0.124409,0.123372,0.128792,0.129798,0.12807,0.128076,0.205459,0.211485,0.121313,0.138221,0.13976,0.123045,0.13016,0.126362,0.137343,0.127704,0.123435,0.121319
"Glycine_max",0.159754,0.160805,0.171479,0.179577,0.179178,0.179767,0.180049,0.165966,0.162936,0.139343,0.152921,0.320477,0.181736,0.138914,0.145007,0.157213,0.183949,0.191334,0.195131,0.213693,0.190565,0.208531,0.190319,0.187261,0.182474,0.252239,0.189827,0.132908,0.19481,0.156425,0.154312,0.153385,0.158354,0.177374,0.204304,0.166161,0.168192,0.165308,0.160577,0.166554,0.166731,0.17055,0.171339,0.168145,0.162707,0.165999,0.163237,0.165927,0.162207,0.160633,0.16371,0.165101,0.165129,0.165119,0.165125,0.162172,0.129439,0.133683,0.114272,0.184455,0.166242,0.286731,0.18618,0.250819,0.946904,0.211419,0.320045,0.260534,0.230857,0.230445,0.230137,0.23168,0.388048,0.385277,0.212714,0.172417,0.182342,0.212766,0.211295,0.2368,0.166235,0.167018,0.155611,0.133245,0.137125,0.140562,0.147228,0.150875,0.270788,0.270782,0.521856,0.211926,0.184411,0.282821,0.344799,0.708663,0.4579,0.459065,0.324103,0.323929,0.345411,0.380677,0.486339,0.519439,0.48637,0.64886,0.459642,0.351555,0.351151,0.358679,0.361861,0.356032,0.365615,0.373171,0.371396,0.363708,0.373108,0.373105,0.441919,0.376232,0.375363,0.373102,0.463176,0.63882,0.459492,0.373913,0.373111,0.373105,0.374314,0.378243,0.138809,0.163218,0.119368,0.119736,0.112906,0.112061,0,0.014273,0.008958,0.011164,0.023567,0.042308,0.066493,0.023699,0.02363,0.022593,0.028013,0.029019,0.027291,0.027297,0.10468,0.110706,0.020534,0.037442,0.038981,0.022266,0.029381,0.025583,0.036564,0.026925,0.022656,0.02054
"Cajanus_cajan",0.170991,0.172042,0.182716,0.190814,0.190415,0.191004,0.191286,0.177203,0.174173,0.15058,0.164158,0.331714,0.192973,0.150151,0.156244,0.16845,0.195186,0.202571,0.206368,0.22493,0.201802,0.219768,0.201556,0.198498,0.193711,0.263476,0.201064,0.144145,0.206047,0.167662,0.165549,0.164622,0.169591,0.188611,0.215541,0.177398,0.179429,0.176545,0.171814,0.177791,0.177968,0.181787,0.182576,0.179382,0.173944,0.177236,0.174474,0.177164,0.173444,0.17187,0.174947,0.176338,0.176366,0.176356,0.176362,0.173409,0.140676,0.14492,0.125509,0.195692,0.177479,0.297968,0.197417,0.262056,0.958141,0.222656,0.331282,0.271771,0.242094,0.241682,0.241374,0.242917,0.399285,0.396514,0.223951,0.183654,0.193579,0.224003,0.222532,0.248037,0.177472,0.178255,0.166848,0.144482,0.148362,0.151799,0.158465,0.162112,0.282025,0.282019,0.533093,0.223163,0.195648,0.294058,0.356036,0.7199,0.469137,0.470302,0.33534,0.335166,0.356648,0.391914,0.497576,0.530676,0.497607,0.660097,0.470879,0.362792,0.362388,0.369916,0.373098,0.367269,0.376852,0.384408,0.382633,0.374945,0.384345,0.384342,0.453156,0.387469,0.3866,0.384339,0.474413,0.650057,0.470729,0.38515,0.384348,0.384342,0.385551,0.38948,0.150046,0.174455,0.130605,0.130973,0.124143,0.123298,0.014273,0,0.017047,0.022401,0.034804,0.053545,0.07773,0.034936,0.034867,0.03383,0.03925,0.040256,0.038528,0.038534,0.115917,0.121943,0.031771,0.048679,0.050218,0.033503,0.040618,0.03682,0.047801,0.038162,0.033893,0.031777
"Phaseolus_vulgaris",0.165676,0.166727,0.177401,0.185499,0.1851,0.185689,0.185971,0.171888,0.168858,0.145265,0.158843,0.326399,0.187658,0.144836,0.150929,0.163135,0.189871,0.197256,0.201053,0.219615,0.196487,0.214453,0.196241,0.193183,0.188396,0.258161,0.195749,0.13883,0.200732,0.162347,0.160234,0.159307,0.164276,0.183296,0.210226,0.172083,0.174114,0.17123,0.166499,0.172476,0.172653,0.176472,0.177261,0.174067,0.168629,0.171921,0.169159,0.171849,0.168129,0.166555,0.169632,0.171023,0.171051,0.171041,0.171047,0.168094,0.135361,0.139605,0.120194,0.190377,0.172164,0.292653,0.192102,0.256741,0.952826,0.217341,0.325967,0.266456,0.236779,0.236367,0.236059,0.237602,0.39397,0.391199,0.218636,0.178339,0.188264,0.218688,0.217217,0.242722,0.172157,0.17294,0.161533,0.139167,0.143047,0.146484,0.15315,0.156797,0.27671,0.276704,0.527778,0.217848,0.190333,0.288743,0.350721,0.714585,0.463822,0.464987,0.330025,0.329851,0.351333,0.386599,0.492261,0.525361,0.492292,0.654782,0.465564,0.357477,0.357073,0.364601,0.367783,0.361954,0.371537,0.379093,0.377318,0.36963,0.37903,0.379027,0.447841,0.382154,0.381285,0.379024,0.469098,0.644742,0.465414,0.379835,0.379033,0.379027,0.380236,0.384165,0.144731,0.16914,0.12529,0.125658,0.118828,0.117983,0.008958,0.017047,0,0.017086,0.029489,0.04823,0.072415,0.029621,0.029552,0.028515,0.033935,0.034941,0.033213,0.033219,0.110602,0.116628,0.026456,0.043364,0.044903,0.028188,0.035303,0.031505,0.042486,0.032847,0.028578,0.026462
"Habropoda_laboriosa",0.159636,0.160687,0.171361,0.179459,0.17906,0.179649,0.179931,0.165848,0.162818,0.139225,0.152803,0.320359,0.181618,0.138796,0.144889,0.157095,0.183831,0.191216,0.195013,0.213575,0.190447,0.208413,0.190201,0.187143,0.182356,0.252121,0.189709,0.13279,0.194692,0.156307,0.154194,0.153267,0.158236,0.177256,0.204186,0.166043,0.168074,0.16519,0.160459,0.166436,0.166613,0.170432,0.171221,0.168027,0.162589,0.165881,0.163119,0.165809,0.162089,0.160515,0.163592,0.164983,0.165011,0.165001,0.165007,0.162054,0.129321,0.133565,0.114154,0.184337,0.166124,0.286613,0.186062,0.250701,0.946786,0.211301,0.319927,0.260416,0.230739,0.230327,0.230019,0.231562,0.38793,0.385159,0.212596,0.172299,0.182224,0.212648,0.211177,0.236682,0.166117,0.1669,0.155493,0.133127,0.137007,0.140444,0.14711,0.150757,0.27067,0.270664,0.521738,0.211808,0.184293,0.282703,0.344681,0.708545,0.457782,0.458947,0.323985,0.323811,0.345293,0.380559,0.486221,0.519321,0.486252,0.648742,0.459524,0.351437,0.351033,0.358561,0.361743,0.355914,0.365497,0.373053,0.371278,0.36359,0.37299,0.372987,0.441801,0.376114,0.375245,0.372984,0.463058,0.638702,0.459374,0.373795,0.372993,0.372987,0.374196,0.378125,0.138691,0.1631,0.11925,0.119618,0.112788,0.111943,0.011164,0.022401,0.017086,0,0.013991,0.032732,0.056917,0.014123,0.014054,0.013017,0.018437,0.019443,0.017715,0.017721,0.095104,0.10113,0.010958,0.027866,0.029405,0.01269,0.019805,0.016007,0.026988,0.017349,0.01308,0.010964
"Eutrema_salsugineum",0.172039,0.17309,0.183764,0.191862,0.191463,0.192052,0.192334,0.178251,0.175221,0.151628,0.165206,0.332762,0.194021,0.151199,0.157292,0.169498,0.196234,0.203619,0.207416,0.225978,0.20285,0.220816,0.202604,0.199546,0.194759,0.264524,0.202112,0.145193,0.207095,0.16871,0.166597,0.16567,0.170639,0.189659,0.216589,0.178446,0.180477,0.177593,0.172862,0.178839,0.179016,0.182835,0.183624,0.18043,0.174992,0.178284,0.175522,0.178212,0.174492,0.172918,0.175995,0.177386,0.177414,0.177404,0.17741,0.174457,0.141724,0.145968,0.126557,0.19674,0.178527,0.299016,0.198465,0.263104,0.959189,0.223704,0.33233,0.272819,0.243142,0.24273,0.242422,0.243965,0.400333,0.397562,0.224999,0.184702,0.194627,0.225051,0.22358,0.249085,0.17852,0.179303,0.167896,0.14553,0.14941,0.152847,0.159513,0.16316,0.283073,0.283067,0.534141,0.224211,0.196696,0.295106,0.357084,0.720948,0.470185,0.47135,0.336388,0.336214,0.357696,0.392962,0.498624,0.531724,0.498655,0.661145,0.471927,0.36384,0.363436,0.370964,0.374146,0.368317,0.3779,0.385456,0.383681,0.375993,0.385393,0.38539,0.454204,0.388517,0.387648,0.385387,0.475461,0.651105,0.471777,0.386198,0.385396,0.38539,0.386599,0.390528,0.151094,0.175503,0.131653,0.132021,0.125191,0.124346,0.023567,0.034804,0.029489,0.013991,0,0.023301,0.047486,0.004692,0.004623,0.01794,0.02336,0.024366,0.022638,0.022644,0.100027,0.106053,0.020095,0.037003,0.038542,0.021827,0.028942,0.025144,0.036125,0.026486,0.022217,0.020101
"Brassica_rapa",0.19078,0.191831,0.202505,0.210603,0.210204,0.210793,0.211075,0.196992,0.193962,0.170369,0.183947,0.351503,0.212762,0.16994,0.176033,0.188239,0.214975,0.22236,0.226157,0.244719,0.221591,0.239557,0.221345,0.218287,0.2135,0.283265,0.220853,0.163934,0.225836,0.187451,0.185338,0.184411,0.18938,0.2084,0.23533,0.197187,0.199218,0.196334,0.191603,0.19758,0.197757,0.201576,0.202365,0.199171,0.193733,0.197025,0.194263,0.196953,0.193233,0.191659,0.194736,0.196127,0.196155,0.196145,0.196151,0.193198,0.160465,0.164709,0.145298,0.215481,0.197268,0.317757,0.217206,0.281845,0.97793,0.242445,0.351071,0.29156,0.261883,0.261471,0.261163,0.262706,0.419074,0.416303,0.24374,0.203443,0.213368,0.243792,0.242321,0.267826,0.197261,0.198044,0.186637,0.164271,0.168151,0.171588,0.178254,0.181901,0.301814,0.301808,0.552882,0.242952,0.215437,0.313847,0.375825,0.739689,0.488926,0.490091,0.355129,0.354955,0.376437,0.411703,0.517365,0.550465,0.517396,0.679886,0.490668,0.382581,0.382177,0.389705,0.392887,0.387058,0.396641,0.404197,0.402422,0.394734,0.404134,0.404131,0.472945,0.407258,0.406389,0.404128,0.494202,0.669846,0.490518,0.404939,0.404137,0.404131,0.40534,0.409269,0.169835,0.194244,0.150394,0.150762,0.143932,0.143087,0.042308,0.053545,0.04823,0.032732,0.023301,0,0.046395,0.023433,0.023364,0.036681,0.042101,0.043107,0.041379,0.041385,0.118768,0.124794,0.038836,0.055744,0.057283,0.040568,0.047683,0.043885,0.054866,0.045227,0.040958,0.038842
"Brassica_napus",0.214965,0.216016,0.22669,0.234788,0.234389,0.234978,0.23526,0.221177,0.218147,0.194554,0.208132,0.375688,0.236947,0.194125,0.200218,0.212424,0.23916,0.246545,0.250342,0.268904,0.245776,0.263742,0.24553,0.242472,0.237685,0.30745,0.245038,0.188119,0.250021,0.211636,0.209523,0.208596,0.213565,0.232585,0.259515,0.221372,0.223403,0.220519,0.215788,0.221765,0.221942,0.225761,0.22655,0.223356,0.217918,0.22121,0.218448,0.221138,0.217418,0.215844,0.218921,0.220312,0.22034,0.22033,0.220336,0.217383,0.18465,0.188894,0.169483,0.239666,0.221453,0.341942,0.241391,0.30603,1.002115,0.26663,0.375256,0.315745,0.286068,0.285656,0.285348,0.286891,0.443259,0.440488,0.267925,0.227628,0.237553,0.267977,0.266506,0.292011,0.221446,0.222229,0.210822,0.188456,0.192336,0.195773,0.202439,0.206086,0.325999,0.325993,0.577067,0.267137,0.239622,0.338032,0.40001,0.763874,0.513111,0.514276,0.379314,0.37914,0.400622,0.435888,0.54155,0.57465,0.541581,0.704071,0.514853,0.406766,0.406362,0.41389,0.417072,0.411243,0.420826,0.428382,0.426607,0.418919,0.428319,0.428316,0.49713,0.431443,0.430574,0.428313,0.518387,0.694031,0.514703,0.429124,0.428322,0.428316,0.429525,0.433454,0.19402,0.218429,0.174579,0.174947,0.168117,0.167272,0.066493,0.07773,0.072415,0.056917,0.047486,0.046395,0,0.047618,0.047549,0.060866,0.066286,0.067292,0.065564,0.06557,0.142953,0.148979,0.063021,0.079929,0.081468,0.064753,0.071868,0.06807,0.079051,0.069412,0.065143,0.063027
"Arabidopsis_thaliana",0.172171,0.173222,0.183896,0.191994,0.191595,0.192184,0.192466,0.178383,0.175353,0.15176,0.165338,0.332894,0.194153,0.151331,0.157424,0.16963,0.196366,0.203751,0.207548,0.22611,0.202982,0.220948,0.202736,0.199678,0.194891,0.264656,0.202244,0.145325,0.207227,0.168842,0.166729,0.165802,0.170771,0.189791,0.216721,0.178578,0.180609,0.177725,0.172994,0.178971,0.179148,0.182967,0.183756,0.180562,0.175124,0.178416,0.175654,0.178344,0.174624,0.17305,0.176127,0.177518,0.177546,0.177536,0.177542,0.174589,0.141856,0.1461,0.126689,0.196872,0.178659,0.299148,0.198597,0.263236,0.959321,0.223836,0.332462,0.272951,0.243274,0.242862,0.242554,0.244097,0.400465,0.397694,0.225131,0.184834,0.194759,0.225183,0.223712,0.249217,0.178652,0.179435,0.168028,0.145662,0.149542,0.152979,0.159645,0.163292,0.283205,0.283199,0.534273,0.224343,0.196828,0.295238,0.357216,0.72108,0.470317,0.471482,0.33652,0.336346,0.357828,0.393094,0.498756,0.531856,0.498787,0.661277,0.472059,0.363972,0.363568,0.371096,0.374278,0.368449,0.378032,0.385588,0.383813,0.376125,0.385525,0.385522,0.454336,0.388649,0.38778,0.385519,0.475593,0.651237,0.471909,0.38633,0.385528,0.385522,0.386731,0.39066,0.151226,0.175635,0.131785,0.132153,0.125323,0.124478,0.023699,0.034936,0.029621,0.014123,0.004692,0.023433,0.047618,0,0.004755,0.018072,0.023492,0.024498,0.02277,0.022776,0.100159,0.106185,0.020227,0.037135,0.038674,0.021959,0.029074,0.025276,0.036257,0.026618,0.022349,0.020233
"Arabidopsis_lyrata",0.172102,0.173153,0.183827,0.191925,0.191526,0.192115,0.192397,0.178314,0.175284,0.151691,0.165269,0.332825,0.194084,0.151262,0.157355,0.169561,0.196297,0.203682,0.207479,0.226041,0.202913,0.220879,0.202667,0.199609,0.194822,0.264587,0.202175,0.145256,0.207158,0.168773,0.16666,0.165733,0.170702,0.189722,0.216652,0.178509,0.18054,0.177656,0.172925,0.178902,0.179079,0.182898,0.183687,0.180493,0.175055,0.178347,0.175585,0.178275,0.174555,0.172981,0.176058,0.177449,0.177477,0.177467,0.177473,0.17452,0.141787,0.146031,0.12662,0.196803,0.17859,0.299079,0.198528,0.263167,0.959252,0.223767,0.332393,0.272882,0.243205,0.242793,0.242485,0.244028,0.400396,0.397625,0.225062,0.184765,0.19469,0.225114,0.223643,0.249148,0.178583,0.179366,0.167959,0.145593,0.149473,0.15291,0.159576,0.163223,0.283136,0.28313,0.534204,0.224274,0.196759,0.295169,0.357147,0.721011,0.470248,0.471413,0.336451,0.336277,0.357759,0.393025,0.498687,0.531787,0.498718,0.661208,0.47199,0.363903,0.363499,0.371027,0.374209,0.36838,0.377963,0.385519,0.383744,0.376056,0.385456,0.385453,0.454267,0.38858,0.387711,0.38545,0.475524,0.651168,0.47184,0.386261,0.385459,0.385453,0.386662,0.390591,0.151157,0.175566,0.131716,0.132084,0.125254,0.124409,0.02363,0.034867,0.029552,0.014054,0.004623,0.023364,0.047549,0.004755,0,0.018003,0.023423,0.024429,0.022701,0.022707,0.10009,0.106116,0.020158,0.037066,0.038605,0.02189,0.029005,0.025207,0.036188,0.026549,0.02228,0.020164
"Daucus_carota",0.171065,0.172116,0.18279,0.190888,0.190489,0.191078,0.19136,0.177277,0.174247,0.150654,0.164232,0.331788,0.193047,0.150225,0.156318,0.168524,0.19526,0.202645,0.206442,0.225004,0.201876,0.219842,0.20163,0.198572,0.193785,0.26355,0.201138,0.144219,0.206121,0.167736,0.165623,0.164696,0.169665,0.188685,0.215615,0.177472,0.179503,0.176619,0.171888,0.177865,0.178042,0.181861,0.18265,0.179456,0.174018,0.17731,0.174548,0.177238,0.173518,0.171944,0.175021,0.176412,0.17644,0.17643,0.176436,0.173483,0.14075,0.144994,0.125583,0.195766,0.177553,0.298042,0.197491,0.26213,0.958215,0.22273,0.331356,0.271845,0.242168,0.241756,0.241448,0.242991,0.399359,0.396588,0.224025,0.183728,0.193653,0.224077,0.222606,0.248111,0.177546,0.178329,0.166922,0.144556,0.148436,0.151873,0.158539,0.162186,0.282099,0.282093,0.533167,0.223237,0.195722,0.294132,0.35611,0.719974,0.469211,0.470376,0.335414,0.33524,0.356722,0.391988,0.49765,0.53075,0.497681,0.660171,0.470953,0.362866,0.362462,0.36999,0.373172,0.367343,0.376926,0.384482,0.382707,0.375019,0.384419,0.384416,0.45323,0.387543,0.386674,0.384413,0.474487,0.650131,0.470803,0.385224,0.384422,0.384416,0.385625,0.389554,0.15012,0.174529,0.130679,0.131047,0.124217,0.123372,0.022593,0.03383,0.028515,0.013017,0.01794,0.036681,0.060866,0.018072,0.018003,0,0.016688,0.017694,0.015966,0.015972,0.093355,0.099381,0.019121,0.036029,0.037568,0.020853,0.027968,0.02417,0.035151,0.025512,0.021243,0.019127
"Agrilus_planipennis",0.176485,0.177536,0.18821,0.196308,0.195909,0.196498,0.19678,0.182697,0.179667,0.156074,0.169652,0.337208,0.198467,0.155645,0.161738,0.173944,0.20068,0.208065,0.211862,0.230424,0.207296,0.225262,0.20705,0.203992,0.199205,0.26897,0.206558,0.149639,0.211541,0.173156,0.171043,0.170116,0.175085,0.194105,0.221035,0.182892,0.184923,0.182039,0.177308,0.183285,0.183462,0.187281,0.18807,0.184876,0.179438,0.18273,0.179968,0.182658,0.178938,0.177364,0.180441,0.181832,0.18186,0.18185,0.181856,0.178903,0.14617,0.150414,0.131003,0.201186,0.182973,0.303462,0.202911,0.26755,0.963635,0.22815,0.336776,0.277265,0.247588,0.247176,0.246868,0.248411,0.404779,0.402008,0.229445,0.189148,0.199073,0.229497,0.228026,0.253531,0.182966,0.183749,0.172342,0.149976,0.153856,0.157293,0.163959,0.167606,0.287519,0.287513,0.538587,0.228657,0.201142,0.299552,0.36153,0.725394,0.474631,0.475796,0.340834,0.34066,0.362142,0.397408,0.50307,0.53617,0.503101,0.665591,0.476373,0.368286,0.367882,0.37541,0.378592,0.372763,0.382346,0.389902,0.388127,0.380439,0.389839,0.389836,0.45865,0.392963,0.392094,0.389833,0.479907,0.655551,0.476223,0.390644,0.389842,0.389836,0.391045,0.394974,0.15554,0.179949,0.136099,0.136467,0.129637,0.128792,0.028013,0.03925,0.033935,0.018437,0.02336,0.042101,0.066286,0.023492,0.023423,0.016688,0,0.01212,0.010392,0.010398,0.087781,0.093807,0.024541,0.041449,0.042988,0.026273,0.033388,0.02959,0.040571,0.030932,0.026663,0.024547
