"","Ajellomyces_dermatitidis","Paracoccidioides_lutzii","Talaromyces_stipitatus","Aspergillus_terreus","Aspergillus_oryzae","Aspergillus_niger","Penicillium_digitatum","Fonsecaea_erecta","Endocarpon_pusillum","Marssonina_brunnea","Diplodia_corticola","Leptosphaeria_maculans","Setosphaeria_turcica","Selaginella_moellendorffii","Zymoseptoria_tritici","Pseudocercospora_fijiensis","Grosmannia_clavigera","Eutypa_lata","Colletotrichum_graminicola","Verticillium_alfalfae","Fusarium_oxysporum","Atta_colombica","Pochonia_chlamydosporia","Chaetomium_thermophilum","Thielavia_terrestris","Aphanomyces_astaci","Neurospora_crassa","Sugiyamaella_lignohabitans","Metschnikowia_bicuspidata","Lodderomyces_elongisporus","Candida_tropicalis","Candida_albicans","Spathaspora_passalidarum","Kuraishia_capsulata","Pichia_kudriavzevii","Ogataea_parapolymorpha","Tetrapisispora_blattae","Tetrapisispora_phaffii","Kazachstania_africana","Lachancea_thermotolerans","Lachancea_lanzarotensis","Kluyveromyces_marxianus","Kluyveromyces_lactis","Eremothecium_cymbalariae","Kazachstania_naganishii","Candida_glabrata","Vanderwaltozyma_polyspora","Zygosaccharomyces_rouxii","Torulaspora_delbrueckii","Naumovozyma_dairenensis","Drosophila_ficusphila","Saccharomyces_cerevisiae","Saccharomyces_paradoxus","Saccharomyces_bayanus","Saccharomyces_mikatae","Naumovozyma_castellii","Pneumocystis_murina","Pneumocystis_jirovecii","Lobosporangium_transversale","Emiliania_huxleyi","Capsaspora_owczarzaki","Salpingoeca_rosetta","Cryptosporidium_muris","Eimeria_tenella","Trypanosoma_brucei","Babesia_microti","Babesia_bovis","Babesia_bigemina","Babesia_equi","Theileria_orientalis","Theileria_parva","Theileria_annulata","Plasmodium_yoelii","Plasmodium_berghei","Amphimedon_queenslandica","Malassezia_pachydermatis","Malassezia_globosa","Kalmanozyma_brasiliensis","Ustilago_maydis","Mixia_osmundae","Cryptococcus_neoformans","Cryptococcus_gattii","Trichosporon_asahii","Heterobasidion_irregulare","Gloeophyllum_trabeum","Dichomitus_squalens","Coniophora_puteana","Serpula_lacrymans","Helobdella_robusta","Phycomyces_blakesleeanus","Dictyostelium_discoideum","Phytophthora_sojae","Phaeodactylum_tricornutum","Strongylocentrotus_purpuratus","Crassostrea_gigas","Caenorhabditis_elegans","Loa_loa","Tinamus_guttatus","Camponotus_floridanus","Trachymyrmex_zeteki","Trachymyrmex_cornetzi","Papilio_machaon","Dufourea_novaeangliae","Drosophila_mojavensis","Drosophila_melanogaster","Anopheles_gambiae","Oryza_brachyantha","Branchiostoma_floridae","Taeniopygia_guttata","Nothobranchius_furzeri","Xiphophorus_maculatus","Oreochromis_niloticus","Gallus_gallus","Anas_platyrhynchos","Alligator_sinensis","Monodelphis_domestica","Macaca_mulatta","Ailuropoda_melanoleuca","Gorilla_gorilla","Equus_caballus","Cavia_porcellus","Canis_lupus","Erinaceus_europaeus","Heterocephalus_glaber","Tupaia_chinensis","Pan_troglodytes","Oryctolagus_cuniculus","Nomascus_leucogenys","Myotis_lucifugus","Mus_musculus","Coccomyxa_subellipsoidea","Chlorella_variabilis","Micromonas_pusilla","Micromonas_commoda","Ostreococcus_tauri","Ostreococcus_lucimarinus","Glycine_max","Cajanus_cajan","Phaseolus_vulgaris","Habropoda_laboriosa","Eutrema_salsugineum","Brassica_rapa","Brassica_napus","Arabidopsis_thaliana","Arabidopsis_lyrata","Daucus_carota","Agrilus_planipennis","Spinacia_oleracea","Larimichthys_crocea","Capsicum_annuum","Solanum_tuberosum","Solanum_lycopersicum","Prunus_persica","Zea_mays","Musa_acuminata","Gossypium_raimondii","Gossypium_arboreum","Cucumis_sativus","Populus_trichocarpa","Citrus_sinensis","Citrus_clementina","Morus_notabilis"
"Coniophora_puteana",0.12637,0.127421,0.138095,0.146193,0.145794,0.146383,0.146665,0.132582,0.129552,0.105959,0.119537,0.287093,0.148352,0.10553,0.111623,0.123829,0.150565,0.15795,0.161747,0.180309,0.157181,0.175147,0.156935,0.153877,0.14909,0.218855,0.156443,0.099524,0.161426,0.123041,0.120928,0.120001,0.12497,0.14399,0.17092,0.132777,0.134808,0.131924,0.127193,0.13317,0.133347,0.137166,0.137955,0.134761,0.129323,0.132615,0.129853,0.132543,0.128823,0.127249,0.130326,0.131717,0.131745,0.131735,0.131741,0.128788,0.096055,0.100299,0.080888,0.151071,0.132858,0.253347,0.152796,0.217435,0.91352,0.178035,0.286661,0.22715,0.197473,0.197061,0.196753,0.198296,0.354664,0.351893,0.17933,0.078213,0.088138,0.118562,0.117091,0.142596,0.072031,0.072814,0.061407,0.022617,0.021679,0.018346,0,0.012589,0.21782,0.217814,0.488472,0.178542,0.151027,0.249437,0.311415,0.675279,0.424516,0.425681,0.290719,0.290545,0.312027,0.347293,0.452955,0.486055,0.452986,0.615476,0.426258,0.318171,0.317767,0.325295,0.328477,0.322648,0.332231,0.339787,0.338012,0.330324,0.339724,0.339721,0.408535,0.342848,0.341979,0.339718,0.429792,0.605436,0.426108,0.340529,0.339727,0.339721,0.34093,0.344859,0.163141,0.18755,0.1437,0.144068,0.137238,0.136393,0.147228,0.158465,0.15315,0.14711,0.159513,0.178254,0.202439,0.159645,0.159576,0.158539,0.163959,0.164965,0.163237,0.163243,0.240626,0.246652,0.15648,0.173388,0.174927,0.158212,0.165327,0.161529,0.17251,0.162871,0.158602,0.156486
"Serpula_lacrymans",0.130017,0.131068,0.141742,0.14984,0.149441,0.15003,0.150312,0.136229,0.133199,0.109606,0.123184,0.29074,0.151999,0.109177,0.11527,0.127476,0.154212,0.161597,0.165394,0.183956,0.160828,0.178794,0.160582,0.157524,0.152737,0.222502,0.16009,0.103171,0.165073,0.126688,0.124575,0.123648,0.128617,0.147637,0.174567,0.136424,0.138455,0.135571,0.13084,0.136817,0.136994,0.140813,0.141602,0.138408,0.13297,0.136262,0.1335,0.13619,0.13247,0.130896,0.133973,0.135364,0.135392,0.135382,0.135388,0.132435,0.099702,0.103946,0.084535,0.154718,0.136505,0.256994,0.156443,0.221082,0.917167,0.181682,0.290308,0.230797,0.20112,0.200708,0.2004,0.201943,0.358311,0.35554,0.182977,0.08186,0.091785,0.122209,0.120738,0.146243,0.075678,0.076461,0.065054,0.026264,0.025326,0.021993,0.012589,0,0.221467,0.221461,0.492119,0.182189,0.154674,0.253084,0.315062,0.678926,0.428163,0.429328,0.294366,0.294192,0.315674,0.35094,0.456602,0.489702,0.456633,0.619123,0.429905,0.321818,0.321414,0.328942,0.332124,0.326295,0.335878,0.343434,0.341659,0.333971,0.343371,0.343368,0.412182,0.346495,0.345626,0.343365,0.433439,0.609083,0.429755,0.344176,0.343374,0.343368,0.344577,0.348506,0.166788,0.191197,0.147347,0.147715,0.140885,0.14004,0.150875,0.162112,0.156797,0.150757,0.16316,0.181901,0.206086,0.163292,0.163223,0.162186,0.167606,0.168612,0.166884,0.16689,0.244273,0.250299,0.160127,0.177035,0.178574,0.161859,0.168974,0.165176,0.176157,0.166518,0.162249,0.160133
"Helobdella_robusta",0.24993,0.250981,0.261655,0.269753,0.269354,0.269943,0.270225,0.256142,0.253112,0.229519,0.243097,0.410653,0.271912,0.22909,0.235183,0.247389,0.274125,0.28151,0.285307,0.303869,0.280741,0.298707,0.280495,0.277437,0.27265,0.342415,0.280003,0.223084,0.284986,0.246601,0.244488,0.243561,0.24853,0.26755,0.29448,0.256337,0.258368,0.255484,0.250753,0.25673,0.256907,0.260726,0.261515,0.258321,0.252883,0.256175,0.253413,0.256103,0.252383,0.250809,0.253886,0.255277,0.255305,0.255295,0.255301,0.252348,0.219615,0.223859,0.204448,0.274631,0.256418,0.376907,0.276356,0.340995,1.03708,0.301595,0.410221,0.35071,0.321033,0.320621,0.320313,0.321856,0.478224,0.475453,0.30289,0.243009,0.252934,0.283358,0.281887,0.307392,0.236827,0.23761,0.226203,0.203837,0.207717,0.211154,0.21782,0.221467,0,0.001578,0.612032,0.302102,0.274587,0.372997,0.434975,0.798839,0.548076,0.549241,0.414279,0.414105,0.435587,0.470853,0.576515,0.609615,0.576546,0.739036,0.549818,0.441731,0.441327,0.448855,0.452037,0.446208,0.455791,0.463347,0.461572,0.453884,0.463284,0.463281,0.532095,0.466408,0.465539,0.463278,0.553352,0.728996,0.549668,0.464089,0.463287,0.463281,0.46449,0.468419,0.286701,0.31111,0.26726,0.267628,0.260798,0.259953,0.270788,0.282025,0.27671,0.27067,0.283073,0.301814,0.325999,0.283205,0.283136,0.282099,0.287519,0.288525,0.286797,0.286803,0.364186,0.370212,0.28004,0.296948,0.298487,0.281772,0.288887,0.285089,0.29607,0.286431,0.282162,0.280046
"Phycomyces_blakesleeanus",0.249924,0.250975,0.261649,0.269747,0.269348,0.269937,0.270219,0.256136,0.253106,0.229513,0.243091,0.410647,0.271906,0.229084,0.235177,0.247383,0.274119,0.281504,0.285301,0.303863,0.280735,0.298701,0.280489,0.277431,0.272644,0.342409,0.279997,0.223078,0.28498,0.246595,0.244482,0.243555,0.248524,0.267544,0.294474,0.256331,0.258362,0.255478,0.250747,0.256724,0.256901,0.26072,0.261509,0.258315,0.252877,0.256169,0.253407,0.256097,0.252377,0.250803,0.25388,0.255271,0.255299,0.255289,0.255295,0.252342,0.219609,0.223853,0.204442,0.274625,0.256412,0.376901,0.27635,0.340989,1.037074,0.301589,0.410215,0.350704,0.321027,0.320615,0.320307,0.32185,0.478218,0.475447,0.302884,0.243003,0.252928,0.283352,0.281881,0.307386,0.236821,0.237604,0.226197,0.203831,0.207711,0.211148,0.217814,0.221461,0.001578,0,0.612026,0.302096,0.274581,0.372991,0.434969,0.798833,0.54807,0.549235,0.414273,0.414099,0.435581,0.470847,0.576509,0.609609,0.57654,0.73903,0.549812,0.441725,0.441321,0.448849,0.452031,0.446202,0.455785,0.463341,0.461566,0.453878,0.463278,0.463275,0.532089,0.466402,0.465533,0.463272,0.553346,0.72899,0.549662,0.464083,0.463281,0.463275,0.464484,0.468413,0.286695,0.311104,0.267254,0.267622,0.260792,0.259947,0.270782,0.282019,0.276704,0.270664,0.283067,0.301808,0.325993,0.283199,0.28313,0.282093,0.287513,0.288519,0.286791,0.286797,0.36418,0.370206,0.280034,0.296942,0.298481,0.281766,0.288881,0.285083,0.296064,0.286425,0.282156,0.28004
"Dictyostelium_discoideum",0.500998,0.502049,0.512723,0.520821,0.520422,0.521011,0.521293,0.50721,0.50418,0.480587,0.494165,0.661721,0.52298,0.480158,0.486251,0.498457,0.525193,0.532578,0.536375,0.554937,0.531809,0.549775,0.531563,0.528505,0.523718,0.593483,0.531071,0.474152,0.536054,0.497669,0.495556,0.494629,0.499598,0.518618,0.545548,0.507405,0.509436,0.506552,0.501821,0.507798,0.507975,0.511794,0.512583,0.509389,0.503951,0.507243,0.504481,0.507171,0.503451,0.501877,0.504954,0.506345,0.506373,0.506363,0.506369,0.503416,0.470683,0.474927,0.455516,0.525699,0.507486,0.627975,0.527424,0.592063,1.288148,0.552663,0.661289,0.601778,0.572101,0.571689,0.571381,0.572924,0.729292,0.726521,0.553958,0.513661,0.523586,0.55401,0.552539,0.578044,0.507479,0.508262,0.496855,0.474489,0.478369,0.481806,0.488472,0.492119,0.612032,0.612026,0,0.394034,0.438607,0.624065,0.686043,1.049907,0.799144,0.800309,0.665347,0.665173,0.686655,0.721921,0.827583,0.860683,0.827614,0.990104,0.800886,0.692799,0.692395,0.699923,0.703105,0.697276,0.706859,0.714415,0.71264,0.704952,0.714352,0.714349,0.783163,0.717476,0.716607,0.714346,0.80442,0.980064,0.800736,0.715157,0.714355,0.714349,0.715558,0.719487,0.537769,0.562178,0.518328,0.518696,0.511866,0.511021,0.521856,0.533093,0.527778,0.521738,0.534141,0.552882,0.577067,0.534273,0.534204,0.533167,0.538587,0.539593,0.537865,0.537871,0.615254,0.62128,0.531108,0.548016,0.549555,0.53284,0.539955,0.536157,0.547138,0.537499,0.53323,0.531114
"Phytophthora_sojae",0.191068,0.192119,0.202793,0.210891,0.210492,0.211081,0.211363,0.19728,0.19425,0.170657,0.184235,0.351791,0.21305,0.170228,0.176321,0.188527,0.215263,0.222648,0.226445,0.245007,0.221879,0.239845,0.221633,0.218575,0.213788,0.283553,0.221141,0.164222,0.226124,0.187739,0.185626,0.184699,0.189668,0.208688,0.235618,0.197475,0.199506,0.196622,0.191891,0.197868,0.198045,0.201864,0.202653,0.199459,0.194021,0.197313,0.194551,0.197241,0.193521,0.191947,0.195024,0.196415,0.196443,0.196433,0.196439,0.193486,0.160753,0.164997,0.145586,0.215769,0.197556,0.318045,0.217494,0.282133,0.978218,0.242733,0.351359,0.291848,0.262171,0.261759,0.261451,0.262994,0.419362,0.416591,0.244028,0.203731,0.213656,0.24408,0.242609,0.268114,0.197549,0.198332,0.186925,0.164559,0.168439,0.171876,0.178542,0.182189,0.302102,0.302096,0.394034,0,0.128677,0.314135,0.376113,0.739977,0.489214,0.490379,0.355417,0.355243,0.376725,0.411991,0.517653,0.550753,0.517684,0.680174,0.490956,0.382869,0.382465,0.389993,0.393175,0.387346,0.396929,0.404485,0.40271,0.395022,0.404422,0.404419,0.473233,0.407546,0.406677,0.404416,0.49449,0.670134,0.490806,0.405227,0.404425,0.404419,0.405628,0.409557,0.227839,0.252248,0.208398,0.208766,0.201936,0.201091,0.211926,0.223163,0.217848,0.211808,0.224211,0.242952,0.267137,0.224343,0.224274,0.223237,0.228657,0.229663,0.227935,0.227941,0.305324,0.31135,0.221178,0.238086,0.239625,0.22291,0.230025,0.226227,0.237208,0.227569,0.2233,0.221184
"Phaeodactylum_tricornutum",0.163553,0.164604,0.175278,0.183376,0.182977,0.183566,0.183848,0.169765,0.166735,0.143142,0.15672,0.324276,0.185535,0.142713,0.148806,0.161012,0.187748,0.195133,0.19893,0.217492,0.194364,0.21233,0.194118,0.19106,0.186273,0.256038,0.193626,0.136707,0.198609,0.160224,0.158111,0.157184,0.162153,0.181173,0.208103,0.16996,0.171991,0.169107,0.164376,0.170353,0.17053,0.174349,0.175138,0.171944,0.166506,0.169798,0.167036,0.169726,0.166006,0.164432,0.167509,0.1689,0.168928,0.168918,0.168924,0.165971,0.133238,0.137482,0.118071,0.188254,0.170041,0.29053,0.189979,0.254618,0.950703,0.215218,0.323844,0.264333,0.234656,0.234244,0.233936,0.235479,0.391847,0.389076,0.216513,0.176216,0.186141,0.216565,0.215094,0.240599,0.170034,0.170817,0.15941,0.137044,0.140924,0.144361,0.151027,0.154674,0.274587,0.274581,0.438607,0.128677,0,0.28662,0.348598,0.712462,0.461699,0.462864,0.327902,0.327728,0.34921,0.384476,0.490138,0.523238,0.490169,0.652659,0.463441,0.355354,0.35495,0.362478,0.36566,0.359831,0.369414,0.37697,0.375195,0.367507,0.376907,0.376904,0.445718,0.380031,0.379162,0.376901,0.466975,0.642619,0.463291,0.377712,0.37691,0.376904,0.378113,0.382042,0.200324,0.224733,0.180883,0.181251,0.174421,0.173576,0.184411,0.195648,0.190333,0.184293,0.196696,0.215437,0.239622,0.196828,0.196759,0.195722,0.201142,0.202148,0.20042,0.200426,0.277809,0.283835,0.193663,0.210571,0.21211,0.195395,0.20251,0.198712,0.209693,0.200054,0.195785,0.193669
"Strongylocentrotus_purpuratus",0.261963,0.263014,0.273688,0.281786,0.281387,0.281976,0.282258,0.268175,0.265145,0.241552,0.25513,0.422686,0.283945,0.241123,0.247216,0.259422,0.286158,0.293543,0.29734,0.315902,0.292774,0.31074,0.292528,0.28947,0.284683,0.354448,0.292036,0.235117,0.297019,0.258634,0.256521,0.255594,0.260563,0.279583,0.306513,0.26837,0.270401,0.267517,0.262786,0.268763,0.26894,0.272759,0.273548,0.270354,0.264916,0.268208,0.265446,0.268136,0.264416,0.262842,0.265919,0.26731,0.267338,0.267328,0.267334,0.264381,0.231648,0.235892,0.216481,0.286664,0.268451,0.38894,0.288389,0.353028,1.049113,0.313628,0.422254,0.362743,0.333066,0.332654,0.332346,0.333889,0.490257,0.487486,0.314923,0.274626,0.284551,0.314975,0.313504,0.339009,0.268444,0.269227,0.25782,0.235454,0.239334,0.242771,0.249437,0.253084,0.372997,0.372991,0.624065,0.314135,0.28662,0,0.15868,0.522544,0.271781,0.272946,0.137984,0.13781,0.159292,0.194558,0.30022,0.33332,0.300251,0.462741,0.273523,0.165436,0.165032,0.17256,0.175742,0.169913,0.179496,0.187052,0.185277,0.177589,0.186989,0.186986,0.2558,0.190113,0.189244,0.186983,0.277057,0.452701,0.273373,0.187794,0.186992,0.186986,0.188195,0.192124,0.298734,0.323143,0.279293,0.279661,0.272831,0.271986,0.282821,0.294058,0.288743,0.282703,0.295106,0.313847,0.338032,0.295238,0.295169,0.294132,0.299552,0.300558,0.29883,0.298836,0.376219,0.382245,0.292073,0.308981,0.31052,0.293805,0.30092,0.297122,0.308103,0.298464,0.294195,0.292079
"Crassostrea_gigas",0.323941,0.324992,0.335666,0.343764,0.343365,0.343954,0.344236,0.330153,0.327123,0.30353,0.317108,0.484664,0.345923,0.303101,0.309194,0.3214,0.348136,0.355521,0.359318,0.37788,0.354752,0.372718,0.354506,0.351448,0.346661,0.416426,0.354014,0.297095,0.358997,0.320612,0.318499,0.317572,0.322541,0.341561,0.368491,0.330348,0.332379,0.329495,0.324764,0.330741,0.330918,0.334737,0.335526,0.332332,0.326894,0.330186,0.327424,0.330114,0.326394,0.32482,0.327897,0.329288,0.329316,0.329306,0.329312,0.326359,0.293626,0.29787,0.278459,0.348642,0.330429,0.450918,0.350367,0.415006,1.111091,0.375606,0.484232,0.424721,0.395044,0.394632,0.394324,0.395867,0.552235,0.549464,0.376901,0.336604,0.346529,0.376953,0.375482,0.400987,0.330422,0.331205,0.319798,0.297432,0.301312,0.304749,0.311415,0.315062,0.434975,0.434969,0.686043,0.376113,0.348598,0.15868,0,0.508854,0.258091,0.259256,0.124294,0.12412,0.145602,0.180868,0.28653,0.31963,0.286561,0.449051,0.259833,0.186642,0.186238,0.193766,0.196948,0.191119,0.200702,0.208258,0.206483,0.198795,0.208195,0.208192,0.277006,0.211319,0.21045,0.208189,0.298263,0.473907,0.294579,0.209,0.208198,0.208192,0.209401,0.21333,0.360712,0.385121,0.341271,0.341639,0.334809,0.333964,0.344799,0.356036,0.350721,0.344681,0.357084,0.375825,0.40001,0.357216,0.357147,0.35611,0.36153,0.362536,0.360808,0.360814,0.438197,0.444223,0.354051,0.370959,0.372498,0.355783,0.362898,0.3591,0.370081,0.360442,0.356173,0.354057
"Caenorhabditis_elegans",0.687805,0.688856,0.69953,0.707628,0.707229,0.707818,0.7081,0.694017,0.690987,0.667394,0.680972,0.848528,0.709787,0.666965,0.673058,0.685264,0.712,0.719385,0.723182,0.741744,0.718616,0.736582,0.71837,0.715312,0.710525,0.78029,0.717878,0.660959,0.722861,0.684476,0.682363,0.681436,0.686405,0.705425,0.732355,0.694212,0.696243,0.693359,0.688628,0.694605,0.694782,0.698601,0.69939,0.696196,0.690758,0.69405,0.691288,0.693978,0.690258,0.688684,0.691761,0.693152,0.69318,0.69317,0.693176,0.690223,0.65749,0.661734,0.642323,0.712506,0.694293,0.814782,0.714231,0.77887,1.474955,0.73947,0.848096,0.788585,0.758908,0.758496,0.758188,0.759731,0.916099,0.913328,0.740765,0.700468,0.710393,0.740817,0.739346,0.764851,0.694286,0.695069,0.683662,0.661296,0.665176,0.668613,0.675279,0.678926,0.798839,0.798833,1.049907,0.739977,0.712462,0.522544,0.508854,0,0.274231,0.275396,0.463012,0.462838,0.48432,0.519586,0.625248,0.658348,0.625279,0.787769,0.598551,0.550506,0.550102,0.55763,0.560812,0.554983,0.564566,0.572122,0.570347,0.562659,0.572059,0.572056,0.64087,0.575183,0.574314,0.572053,0.662127,0.837771,0.658443,0.572864,0.572062,0.572056,0.573265,0.577194,0.724576,0.748985,0.705135,0.705503,0.698673,0.697828,0.708663,0.7199,0.714585,0.708545,0.720948,0.739689,0.763874,0.72108,0.721011,0.719974,0.725394,0.7264,0.724672,0.724678,0.802061,0.808087,0.717915,0.734823,0.736362,0.719647,0.726762,0.722964,0.733945,0.724306,0.720037,0.717921
"Loa_loa",0.437042,0.438093,0.448767,0.456865,0.456466,0.457055,0.457337,0.443254,0.440224,0.416631,0.430209,0.597765,0.459024,0.416202,0.422295,0.434501,0.461237,0.468622,0.472419,0.490981,0.467853,0.485819,0.467607,0.464549,0.459762,0.529527,0.467115,0.410196,0.472098,0.433713,0.4316,0.430673,0.435642,0.454662,0.481592,0.443449,0.44548,0.442596,0.437865,0.443842,0.444019,0.447838,0.448627,0.445433,0.439995,0.443287,0.440525,0.443215,0.439495,0.437921,0.440998,0.442389,0.442417,0.442407,0.442413,0.43946,0.406727,0.410971,0.39156,0.461743,0.44353,0.564019,0.463468,0.528107,1.224192,0.488707,0.597333,0.537822,0.508145,0.507733,0.507425,0.508968,0.665336,0.662565,0.490002,0.449705,0.45963,0.490054,0.488583,0.514088,0.443523,0.444306,0.432899,0.410533,0.414413,0.41785,0.424516,0.428163,0.548076,0.54807,0.799144,0.489214,0.461699,0.271781,0.258091,0.274231,0,0.004445,0.212249,0.212075,0.233557,0.268823,0.374485,0.407585,0.374516,0.537006,0.347788,0.299743,0.299339,0.306867,0.310049,0.30422,0.313803,0.321359,0.319584,0.311896,0.321296,0.321293,0.390107,0.32442,0.323551,0.32129,0.411364,0.587008,0.40768,0.322101,0.321299,0.321293,0.322502,0.326431,0.473813,0.498222,0.454372,0.45474,0.44791,0.447065,0.4579,0.469137,0.463822,0.457782,0.470185,0.488926,0.513111,0.470317,0.470248,0.469211,0.474631,0.475637,0.473909,0.473915,0.551298,0.557324,0.467152,0.48406,0.485599,0.468884,0.475999,0.472201,0.483182,0.473543,0.469274,0.467158
"Tinamus_guttatus",0.438207,0.439258,0.449932,0.45803,0.457631,0.45822,0.458502,0.444419,0.441389,0.417796,0.431374,0.59893,0.460189,0.417367,0.42346,0.435666,0.462402,0.469787,0.473584,0.492146,0.469018,0.486984,0.468772,0.465714,0.460927,0.530692,0.46828,0.411361,0.473263,0.434878,0.432765,0.431838,0.436807,0.455827,0.482757,0.444614,0.446645,0.443761,0.43903,0.445007,0.445184,0.449003,0.449792,0.446598,0.44116,0.444452,0.44169,0.44438,0.44066,0.439086,0.442163,0.443554,0.443582,0.443572,0.443578,0.440625,0.407892,0.412136,0.392725,0.462908,0.444695,0.565184,0.464633,0.529272,1.225357,0.489872,0.598498,0.538987,0.50931,0.508898,0.50859,0.510133,0.666501,0.66373,0.491167,0.45087,0.460795,0.491219,0.489748,0.515253,0.444688,0.445471,0.434064,0.411698,0.415578,0.419015,0.425681,0.429328,0.549241,0.549235,0.800309,0.490379,0.462864,0.272946,0.259256,0.275396,0.004445,0,0.213414,0.21324,0.234722,0.269988,0.37565,0.40875,0.375681,0.538171,0.348953,0.300908,0.300504,0.308032,0.311214,0.305385,0.314968,0.322524,0.320749,0.313061,0.322461,0.322458,0.391272,0.325585,0.324716,0.322455,0.412529,0.588173,0.408845,0.323266,0.322464,0.322458,0.323667,0.327596,0.474978,0.499387,0.455537,0.455905,0.449075,0.44823,0.459065,0.470302,0.464987,0.458947,0.47135,0.490091,0.514276,0.471482,0.471413,0.470376,0.475796,0.476802,0.475074,0.47508,0.552463,0.558489,0.468317,0.485225,0.486764,0.470049,0.477164,0.473366,0.484347,0.474708,0.470439,0.468323
"Camponotus_floridanus",0.303245,0.304296,0.31497,0.323068,0.322669,0.323258,0.32354,0.309457,0.306427,0.282834,0.296412,0.463968,0.325227,0.282405,0.288498,0.300704,0.32744,0.334825,0.338622,0.357184,0.334056,0.352022,0.33381,0.330752,0.325965,0.39573,0.333318,0.276399,0.338301,0.299916,0.297803,0.296876,0.301845,0.320865,0.347795,0.309652,0.311683,0.308799,0.304068,0.310045,0.310222,0.314041,0.31483,0.311636,0.306198,0.30949,0.306728,0.309418,0.305698,0.304124,0.307201,0.308592,0.30862,0.30861,0.308616,0.305663,0.27293,0.277174,0.257763,0.327946,0.309733,0.430222,0.329671,0.39431,1.090395,0.35491,0.463536,0.404025,0.374348,0.373936,0.373628,0.375171,0.531539,0.528768,0.356205,0.315908,0.325833,0.356257,0.354786,0.380291,0.309726,0.310509,0.299102,0.276736,0.280616,0.284053,0.290719,0.294366,0.414279,0.414273,0.665347,0.355417,0.327902,0.137984,0.124294,0.463012,0.212249,0.213414,0,0.002226,0.023708,0.07621,0.181872,0.214972,0.181903,0.344393,0.155175,0.165946,0.165542,0.17307,0.176252,0.170423,0.180006,0.187562,0.185787,0.178099,0.187499,0.187496,0.25631,0.190623,0.189754,0.187493,0.277567,0.453211,0.273883,0.188304,0.187502,0.187496,0.188705,0.192634,0.340016,0.364425,0.320575,0.320943,0.314113,0.313268,0.324103,0.33534,0.330025,0.323985,0.336388,0.355129,0.379314,0.33652,0.336451,0.335414,0.340834,0.34184,0.340112,0.340118,0.417501,0.423527,0.333355,0.350263,0.351802,0.335087,0.342202,0.338404,0.349385,0.339746,0.335477,0.333361
"Trachymyrmex_zeteki",0.303071,0.304122,0.314796,0.322894,0.322495,0.323084,0.323366,0.309283,0.306253,0.28266,0.296238,0.463794,0.325053,0.282231,0.288324,0.30053,0.327266,0.334651,0.338448,0.35701,0.333882,0.351848,0.333636,0.330578,0.325791,0.395556,0.333144,0.276225,0.338127,0.299742,0.297629,0.296702,0.301671,0.320691,0.347621,0.309478,0.311509,0.308625,0.303894,0.309871,0.310048,0.313867,0.314656,0.311462,0.306024,0.309316,0.306554,0.309244,0.305524,0.30395,0.307027,0.308418,0.308446,0.308436,0.308442,0.305489,0.272756,0.277,0.257589,0.327772,0.309559,0.430048,0.329497,0.394136,1.090221,0.354736,0.463362,0.403851,0.374174,0.373762,0.373454,0.374997,0.531365,0.528594,0.356031,0.315734,0.325659,0.356083,0.354612,0.380117,0.309552,0.310335,0.298928,0.276562,0.280442,0.283879,0.290545,0.294192,0.414105,0.414099,0.665173,0.355243,0.327728,0.13781,0.12412,0.462838,0.212075,0.21324,0.002226,0,0.023534,0.076036,0.181698,0.214798,0.181729,0.344219,0.155001,0.165772,0.165368,0.172896,0.176078,0.170249,0.179832,0.187388,0.185613,0.177925,0.187325,0.187322,0.256136,0.190449,0.18958,0.187319,0.277393,0.453037,0.273709,0.18813,0.187328,0.187322,0.188531,0.19246,0.339842,0.364251,0.320401,0.320769,0.313939,0.313094,0.323929,0.335166,0.329851,0.323811,0.336214,0.354955,0.37914,0.336346,0.336277,0.33524,0.34066,0.341666,0.339938,0.339944,0.417327,0.423353,0.333181,0.350089,0.351628,0.334913,0.342028,0.33823,0.349211,0.339572,0.335303,0.333187
