,Name,HSP.20,HSP.40,HSP.60,HSP.70,HSP.90,HSP.100,sum_HSP,total_number_protein
896,Trachymyrmex_septentrionalis,6,29,11,6,4,8,1,15167
897,Trachymyrmex_zeteki,5,27,10,4,3,7,3,14302
898,Trametes_pubescens,7,24,10,7,2,10,82,14147
899,Trametes_versicolor,0,0,0,0,1,0,53,1021
900,Tremella_mesenterica,0,0,2,0,0,1,53,1453
901,Tribolium_castaneum,11,34,10,13,5,9,56,16564
902,Trichinella_britovi,5,23,10,6,2,7,57,15466
903,Trichinella_murrelli,4,23,11,6,3,6,56,14367
904,Trichinella_nativa,5,23,10,7,4,7,71,13202
905,Trichinella_nelsoni,5,24,11,7,3,7,52,13005
906,Trichinella_papuae,5,23,10,5,3,10,52,11419
907,Trichinella_patagoniensis,6,19,14,16,9,7,57,14635
908,Trichinella_pseudospiralis,5,23,9,6,3,6,49,10629
909,Trichinella_sp.,5,21,10,7,3,6,67,14641
910,Trichinella_spiralis,3,21,12,10,5,6,64,15524
911,Trichinella_zimbabwensis,4,18,9,6,3,9,64,14212
912,Trichobilharzia_regenti,5,26,14,10,9,3,168,22146
913,Trichoderma_gamsii,4,25,10,14,1,10,57,10943
914,Trichoderma_harzianum,4,24,10,14,1,11,55,11497
915,Trichomonas_vaginalis,3,41,19,95,7,3,53,50190
916,Trichophyton_equinum,1,25,10,10,1,10,68,8676
917,Trichophyton_interdigitale,1,24,10,10,0,10,49,7993
918,Trichophyton_rubrum,1,23,11,8,1,9,60,8616
919,Trichoplax_adhaerens,0,30,14,8,5,11,62,11513
920,Trichosporon_asahii,0,22,11,7,2,7,83,8515
921,Trichuris_muris,7,27,11,6,3,6,813,10588
922,Trichuris_suis,10,26,12,6,2,6,244,13959
923,Trichuris_trichiura,16,25,18,10,4,10,118,9625
924,Triticum_aestivum,153,290,84,113,18,155,65,102256
925,Triticum_urartu,37,75,32,40,15,45,95,33313
926,Tritrichomonas_foetus,1,40,18,52,4,3,31,24634
927,Tropilaelaps_mercedesae,6,31,10,7,4,7,87,14261
928,Trypanosoma_brucei,1,60,12,10,3,9,103,8561
929,Trypanosoma_congolense,0,9,1,11,6,4,100,5906
930,Trypanosoma_cruzi,1,52,12,9,3,10,13,11346
931,Trypanosoma_rangeli,1,51,13,18,7,13,71,7365
932,Trypanosoma_theileri,1,61,13,12,3,10,109,11235
933,Trypanosoma_vivax,0,5,1,5,2,0,152,3778
934,Tuber_melanosporum,3,24,12,18,1,13,48,7494
935,Tulasnella_calospora,6,33,12,45,2,11,60,19349
936,Tupaia_chinensis,8,56,36,26,16,10,56,20824
937,Tyto_alba,4,23,6,6,2,7,55,9263
938,Umbilicaria_pustulata,2,22,15,10,1,10,51,8266
939,Uncinocarpus_reesii,2,23,10,10,1,10,52,7760
940,Uncinula_necator,6,22,9,8,1,9,53,6482
941,Ustilaginoidea_virens,3,22,9,10,1,6,61,8421
942,Ustilago_hordei,1,25,10,7,1,8,54,7109
943,Ustilago_maydis,1,25,10,7,1,9,27,6788
944,Valsa_mali,3,27,10,11,1,9,60,10741
945,Vanderwaltozyma_polyspora,0,19,10,14,1,10,50,5314
946,Vavraia_culicis,0,7,8,4,2,6,55,2768
947,Verruconis_gallopava,3,27,9,10,1,10,125,9813
948,Verticillium_alfalfae,1,20,10,10,1,8,247,10233
949,Verticillium_dahliae,1,23,10,12,1,8,227,10530
950,Verticillium_longisporum,3,44,35,29,3,11,148,20580
951,Vigna_radiata,46,101,23,35,5,37,29,26453
952,Vitis_vinifera,52,77,25,31,17,25,102,29850
953,Vitrella_brassicaformis,7,84,13,16,5,23,52,23030
954,Vittaforma_corneae,0,8,10,6,1,4,54,2236
955,Volvox_carteri,7,43,13,12,3,24,57,14333
956,Wallemia_ichthyophaga,4,22,9,7,1,9,54,4836
957,Wallemia_mellicola,7,22,9,7,1,8,73,5260
958,Wickerhamomyces_anomalus,2,22,11,11,1,10,148,6404
959,Wickerhamomyces_ciferrii,2,21,11,10,1,9,101,6698
960,Wuchereria_bancrofti,12,26,13,10,3,9,111,19298
961,Xenopus_laevis,21,69,20,17,7,14,59,41562
962,Xenopus_tropicalis,11,45,13,14,4,14,56,24211
963,Xiphophorus_maculatus,13,52,13,15,5,13,52,20377
964,Xylona_heveae,2,26,10,9,1,11,341,8201
965,Yarrowia_lipolytica,3,21,10,11,1,10,65,6448
966,Zancudomyces_culisetae,2,19,10,8,2,11,181,7387
967,Zea_mays,41,139,48,51,19,43,12,39442
968,Zootermopsis_nevadensis,4,30,12,8,3,8,54,14526
969,Zostera_marina,8,78,32,34,11,18,63,20358
970,Zygosaccharomyces_bailii,0,1,4,4,0,3,65,863
971,Zygosaccharomyces_rouxii,6,18,10,9,1,10,44,4987
972,Zymoseptoria_brevis,3,29,10,10,1,10,51,10566
973,Zymoseptoria_tritici,4,27,11,11,1,11,65,10972
